	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling	12-Lulu_97
INI_DL22_37_S287_L001	35962	28326	28326	28326 (12770 uniques)	27927 (243 uniques)	27068 (274 uniques)	23052 (173 uniques)	23028 (171 uniques)	23028 (171 uniques)	23028 (152 uniques)	17718 (132 uniques)	17718 (132 uniques)	17718 (132 uniques)	17718 (132 uniques)
INI_DL22_38_S288_L001	43097	34101	34101	34101 (15660 uniques)	33216 (428 uniques)	31699 (370 uniques)	30321 (309 uniques)	30321 (309 uniques)	30321 (309 uniques)	30321 (276 uniques)	25965 (255 uniques)	25963 (254 uniques)	25963 (254 uniques)	25963 (254 uniques)
INI_DL22_39_S289_L001	29098	23449	23449	23449 (10902 uniques)	22738 (415 uniques)	21426 (314 uniques)	21132 (303 uniques)	21132 (303 uniques)	21132 (303 uniques)	21132 (259 uniques)	20152 (243 uniques)	20152 (243 uniques)	20152 (243 uniques)	20152 (243 uniques)
INI_DL22_3_S255_L001	51471	39422	39422	39422 (16806 uniques)	38405 (536 uniques)	36377 (433 uniques)	35398 (375 uniques)	35340 (373 uniques)	35340 (373 uniques)	35340 (330 uniques)	26476 (306 uniques)	26474 (305 uniques)	26474 (305 uniques)	26474 (305 uniques)
INI_DL22_40_S290_L001	42482	33491	33491	33491 (14006 uniques)	32876 (394 uniques)	31706 (329 uniques)	31066 (305 uniques)	31033 (303 uniques)	31033 (303 uniques)	31033 (254 uniques)	25177 (231 uniques)	25175 (230 uniques)	25175 (230 uniques)	25175 (230 uniques)
INI_DL22_41_S291_L001	25035	20785	20785	20785 (8332 uniques)	20352 (295 uniques)	19548 (269 uniques)	18359 (212 uniques)	18341 (211 uniques)	18341 (211 uniques)	18341 (187 uniques)	14651 (174 uniques)	14651 (174 uniques)	14651 (174 uniques)	14651 (174 uniques)
INI_DL22_42_S292_L001	30137	22963	22963	22963 (11085 uniques)	22274 (420 uniques)	20855 (337 uniques)	20121 (303 uniques)	20121 (303 uniques)	20121 (303 uniques)	20121 (253 uniques)	16766 (229 uniques)	16766 (229 uniques)	16766 (229 uniques)	16766 (229 uniques)
INI_DL22_43_S293_L001	39394	31514	31514	31514 (15734 uniques)	30437 (584 uniques)	28567 (477 uniques)	27746 (440 uniques)	27746 (440 uniques)	27746 (440 uniques)	27746 (384 uniques)	24272 (356 uniques)	24272 (356 uniques)	24272 (356 uniques)	24272 (356 uniques)
INI_DL22_44_S294_L001	40761	32852	32852	32852 (13718 uniques)	31834 (432 uniques)	30276 (347 uniques)	29267 (298 uniques)	29187 (295 uniques)	29187 (295 uniques)	29187 (264 uniques)	26750 (246 uniques)	26750 (246 uniques)	26750 (246 uniques)	26750 (246 uniques)
INI_DL22_45_S295_L001	37536	28964	28964	28964 (13845 uniques)	28236 (508 uniques)	26460 (465 uniques)	23181 (362 uniques)	23176 (361 uniques)	23176 (361 uniques)	23176 (304 uniques)	20466 (280 uniques)	20466 (280 uniques)	20466 (280 uniques)	20466 (280 uniques)
INI_DL22_46_S296_L001	54724	42653	42653	42653 (17968 uniques)	41713 (703 uniques)	39321 (601 uniques)	36237 (490 uniques)	36159 (486 uniques)	36159 (486 uniques)	36159 (423 uniques)	32814 (392 uniques)	32814 (392 uniques)	32814 (392 uniques)	32814 (392 uniques)
INI_DL22_47_S297_L001	25964	20380	20380	20380 (9660 uniques)	19745 (382 uniques)	18598 (308 uniques)	18000 (290 uniques)	17998 (289 uniques)	17998 (289 uniques)	17998 (263 uniques)	16335 (238 uniques)	16333 (237 uniques)	16333 (237 uniques)	16333 (237 uniques)
INI_DL22_49_S298_L001	35243	27813	27813	27813 (12974 uniques)	27104 (469 uniques)	25681 (409 uniques)	24765 (358 uniques)	24765 (358 uniques)	24765 (358 uniques)	24765 (317 uniques)	17243 (289 uniques)	17243 (289 uniques)	17243 (289 uniques)	17243 (289 uniques)
INI_DL22_4_S256_L001	40944	31684	31684	31684 (15727 uniques)	30602 (601 uniques)	28385 (508 uniques)	26888 (418 uniques)	26888 (418 uniques)	26888 (418 uniques)	26888 (361 uniques)	22094 (337 uniques)	22094 (337 uniques)	22094 (337 uniques)	22094 (337 uniques)
INI_DL22_50_S299_L001	37865	30235	30235	30235 (15135 uniques)	29292 (612 uniques)	27474 (495 uniques)	26185 (444 uniques)	26185 (444 uniques)	26185 (444 uniques)	26185 (401 uniques)	23050 (378 uniques)	23048 (377 uniques)	23048 (377 uniques)	23048 (377 uniques)
INI_DL22_51_S300_L001	31651	25005	25005	25005 (11916 uniques)	24131 (489 uniques)	22432 (404 uniques)	21322 (353 uniques)	21322 (353 uniques)	21322 (353 uniques)	21322 (324 uniques)	17405 (297 uniques)	17405 (297 uniques)	17405 (297 uniques)	17405 (297 uniques)
INI_DL22_52_S301_L001	27465	21773	21773	21773 (11671 uniques)	20840 (488 uniques)	19339 (370 uniques)	18949 (360 uniques)	18947 (359 uniques)	18947 (359 uniques)	18947 (327 uniques)	15758 (297 uniques)	15758 (297 uniques)	15758 (297 uniques)	15758 (297 uniques)
INI_DL22_55_S302_L001	27658	22461	22461	22461 (10768 uniques)	21552 (465 uniques)	20158 (363 uniques)	19688 (341 uniques)	19682 (340 uniques)	19682 (340 uniques)	19682 (298 uniques)	17502 (281 uniques)	17502 (281 uniques)	17502 (281 uniques)	17502 (281 uniques)
INI_DL22_56_S303_L001	32387	26247	26247	26247 (11279 uniques)	25615 (417 uniques)	24479 (361 uniques)	23689 (316 uniques)	23689 (316 uniques)	23689 (316 uniques)	23689 (273 uniques)	19276 (253 uniques)	19276 (253 uniques)	19276 (253 uniques)	19276 (253 uniques)
INI_DL22_57_S304_L001	31204	24722	24722	24722 (11893 uniques)	23741 (527 uniques)	22055 (411 uniques)	21616 (385 uniques)	21614 (384 uniques)	21614 (384 uniques)	21614 (336 uniques)	18933 (307 uniques)	18933 (307 uniques)	18933 (307 uniques)	18933 (307 uniques)
INI_DL22_5_S257_L001	67063	52571	52571	52571 (24228 uniques)	51305 (800 uniques)	48260 (697 uniques)	45143 (580 uniques)	45143 (580 uniques)	45143 (580 uniques)	45143 (483 uniques)	42373 (453 uniques)	42373 (453 uniques)	42373 (453 uniques)	42373 (453 uniques)
INI_DL22_6_S258_L001	47103	39537	39537	39537 (17601 uniques)	38797 (456 uniques)	37536 (464 uniques)	34402 (366 uniques)	34402 (366 uniques)	34402 (366 uniques)	34402 (320 uniques)	29592 (302 uniques)	29592 (302 uniques)	29592 (302 uniques)	29592 (302 uniques)
INI_DL22_7_S259_L001	54806	44262	44262	44262 (20689 uniques)	43199 (722 uniques)	40877 (640 uniques)	38712 (541 uniques)	38674 (539 uniques)	38674 (539 uniques)	38674 (451 uniques)	31117 (419 uniques)	31117 (419 uniques)	31117 (419 uniques)	31117 (419 uniques)
INI_DL22_8_S260_L001	71159	56757	56757	56757 (24149 uniques)	56223 (405 uniques)	54622 (399 uniques)	42040 (295 uniques)	41881 (288 uniques)	41881 (288 uniques)	41881 (250 uniques)	34524 (223 uniques)	34522 (222 uniques)	34522 (222 uniques)	34522 (222 uniques)
INI_PS22_10_S232_L001	47628	38489	38489	38489 (17881 uniques)	37213 (756 uniques)	34712 (606 uniques)	34408 (589 uniques)	34399 (588 uniques)	34399 (588 uniques)	34399 (497 uniques)	32026 (475 uniques)	32026 (475 uniques)	32026 (475 uniques)	32026 (475 uniques)
INI_PS22_11_S233_L001	55922	43296	43296	43296 (18938 uniques)	42022 (670 uniques)	39070 (500 uniques)	38449 (462 uniques)	38393 (460 uniques)	38393 (460 uniques)	38393 (387 uniques)	35605 (360 uniques)	35603 (359 uniques)	35603 (359 uniques)	35603 (359 uniques)
INI_PS22_12_S234_L001	61802	47710	47710	47710 (20374 uniques)	46711 (735 uniques)	44107 (621 uniques)	42252 (528 uniques)	42157 (525 uniques)	42157 (525 uniques)	42157 (445 uniques)	37572 (419 uniques)	37570 (418 uniques)	37570 (418 uniques)	37570 (418 uniques)
INI_PS22_13_S235_L001	68292	52778	52778	52778 (26523 uniques)	51042 (950 uniques)	46857 (769 uniques)	45054 (670 uniques)	45021 (668 uniques)	45021 (668 uniques)	45021 (565 uniques)	41284 (533 uniques)	41280 (531 uniques)	41280 (531 uniques)	41280 (531 uniques)
INI_PS22_14_S236_L001	43569	34011	34011	34011 (17763 uniques)	32627 (721 uniques)	29511 (526 uniques)	29266 (508 uniques)	29256 (507 uniques)	29256 (507 uniques)	29256 (450 uniques)	27164 (430 uniques)	27162 (429 uniques)	27162 (429 uniques)	27162 (429 uniques)
INI_PS22_15_S237_L001	36886	28419	28419	28419 (13478 uniques)	27410 (590 uniques)	25264 (479 uniques)	24400 (421 uniques)	24383 (420 uniques)	24383 (420 uniques)	24383 (353 uniques)	17134 (333 uniques)	17134 (333 uniques)	17134 (333 uniques)	17134 (333 uniques)
INI_PS22_16_S238_L001	40912	31337	31337	31337 (13993 uniques)	30252 (582 uniques)	27911 (422 uniques)	27514 (401 uniques)	27498 (400 uniques)	27498 (400 uniques)	27498 (344 uniques)	23805 (330 uniques)	23799 (327 uniques)	23799 (327 uniques)	23799 (327 uniques)
INI_PS22_17_S239_L001	43100	33922	33922	33922 (14798 uniques)	32632 (627 uniques)	30125 (453 uniques)	30025 (438 uniques)	29970 (436 uniques)	29970 (436 uniques)	29970 (376 uniques)	28533 (356 uniques)	28533 (356 uniques)	28533 (356 uniques)	28533 (356 uniques)
INI_PS22_18_S240_L001	53326	42546	42546	42546 (19507 uniques)	41044 (823 uniques)	37984 (638 uniques)	37501 (599 uniques)	37496 (598 uniques)	37496 (598 uniques)	37496 (513 uniques)	31635 (485 uniques)	31629 (482 uniques)	31629 (482 uniques)	31629 (482 uniques)
INI_PS22_19_S241_L001	34284	27894	27894	27894 (12690 uniques)	27417 (317 uniques)	26414 (329 uniques)	22264 (228 uniques)	22258 (227 uniques)	22258 (227 uniques)	22258 (200 uniques)	18559 (182 uniques)	18559 (182 uniques)	18559 (182 uniques)	18559 (182 uniques)
INI_PS22_1_S223_L001	68383	54099	54099	54099 (23688 uniques)	52587 (937 uniques)	48730 (693 uniques)	48108 (654 uniques)	48014 (650 uniques)	48014 (650 uniques)	48014 (541 uniques)	45463 (510 uniques)	45463 (510 uniques)	45463 (510 uniques)	45463 (510 uniques)
INI_PS22_20_S242_L001	45058	36572	36572	36572 (17542 uniques)	35328 (599 uniques)	33126 (482 uniques)	32284 (438 uniques)	32284 (438 uniques)	32284 (438 uniques)	32284 (373 uniques)	26125 (344 uniques)	26125 (344 uniques)	26125 (344 uniques)	26125 (344 uniques)
INI_PS22_21_S243_L001	47955	37790	37790	37790 (17200 uniques)	36681 (487 uniques)	34963 (420 uniques)	33565 (350 uniques)	33527 (349 uniques)	33527 (349 uniques)	33527 (305 uniques)	25546 (286 uniques)	25546 (286 uniques)	25546 (286 uniques)	25546 (286 uniques)
INI_PS22_22_S244_L001	50182	39544	39544	39544 (19454 uniques)	38333 (668 uniques)	35862 (563 uniques)	33971 (469 uniques)	33947 (466 uniques)	33947 (466 uniques)	33947 (395 uniques)	27584 (370 uniques)	27584 (370 uniques)	27584 (370 uniques)	27584 (370 uniques)
INI_PS22_23_S245_L001	50718	40151	40151	40151 (18450 uniques)	39197 (717 uniques)	36485 (618 uniques)	34365 (508 uniques)	34350 (506 uniques)	34350 (506 uniques)	34350 (423 uniques)	32083 (388 uniques)	32083 (388 uniques)	32083 (388 uniques)	32083 (388 uniques)
INI_PS22_24_S246_L001	49646	38598	38598	38598 (17657 uniques)	38049 (479 uniques)	36297 (432 uniques)	33660 (338 uniques)	33660 (338 uniques)	33660 (338 uniques)	33660 (288 uniques)	29256 (271 uniques)	29256 (271 uniques)	29256 (271 uniques)	29256 (271 uniques)
INI_PS22_25_S247_L001	40828	33437	33437	33437 (16092 uniques)	32549 (614 uniques)	30694 (541 uniques)	29224 (462 uniques)	29216 (461 uniques)	29216 (461 uniques)	29216 (396 uniques)	23168 (370 uniques)	23168 (370 uniques)	23168 (370 uniques)	23168 (370 uniques)
INI_PS22_26_S248_L001	45801	35942	35942	35942 (17035 uniques)	35362 (275 uniques)	34228 (290 uniques)	24620 (188 uniques)	24561 (185 uniques)	24561 (185 uniques)	24561 (160 uniques)	20112 (142 uniques)	20112 (142 uniques)	20112 (142 uniques)	20112 (142 uniques)
INI_PS22_27_S249_L001	60926	48559	48559	48559 (20671 uniques)	47575 (565 uniques)	45578 (463 uniques)	44667 (417 uniques)	44549 (412 uniques)	44549 (412 uniques)	44549 (352 uniques)	39535 (326 uniques)	39535 (326 uniques)	39535 (326 uniques)	39535 (326 uniques)
INI_PS22_28_S250_L001	39547	31510	31510	31510 (14441 uniques)	30550 (486 uniques)	28743 (390 uniques)	27668 (340 uniques)	27668 (340 uniques)	27668 (340 uniques)	27668 (289 uniques)	22835 (278 uniques)	22833 (277 uniques)	22833 (277 uniques)	22833 (277 uniques)
INI_PS22_29_S251_L001	71638	57682	57682	57682 (26355 uniques)	56367 (767 uniques)	53551 (647 uniques)	52683 (592 uniques)	52683 (592 uniques)	52683 (592 uniques)	52683 (478 uniques)	44987 (443 uniques)	44985 (442 uniques)	44985 (442 uniques)	44985 (442 uniques)
INI_PS22_2_S224_L001	46630	35444	35444	35444 (14962 uniques)	34311 (585 uniques)	31435 (428 uniques)	30677 (387 uniques)	30653 (386 uniques)	30653 (386 uniques)	30653 (328 uniques)	27778 (307 uniques)	27776 (306 uniques)	27776 (306 uniques)	27776 (306 uniques)
INI_PS22_30_S252_L001	49096	37650	37650	37650 (15887 uniques)	36872 (370 uniques)	35131 (331 uniques)	33307 (253 uniques)	33250 (250 uniques)	33250 (250 uniques)	33250 (209 uniques)	25088 (194 uniques)	25088 (194 uniques)	25088 (194 uniques)	25088 (194 uniques)
INI_PS22_3_S225_L001	51228	37300	37300	37300 (12245 uniques)	36212 (469 uniques)	34178 (318 uniques)	33937 (306 uniques)	33766 (297 uniques)	33766 (297 uniques)	33766 (269 uniques)	30378 (254 uniques)	30376 (253 uniques)	30376 (253 uniques)	30376 (253 uniques)
INI_PS22_4_S226_L001	46399	35437	35437	35437 (14240 uniques)	34402 (635 uniques)	31563 (436 uniques)	31133 (414 uniques)	31079 (412 uniques)	31079 (412 uniques)	31079 (345 uniques)	28339 (328 uniques)	28339 (328 uniques)	28339 (328 uniques)	28339 (328 uniques)
INI_PS22_5_S227_L001	39177	29670	29670	29670 (13340 uniques)	28513 (577 uniques)	26139 (408 uniques)	25768 (393 uniques)	25698 (390 uniques)	25698 (390 uniques)	25698 (344 uniques)	24013 (326 uniques)	24013 (326 uniques)	24013 (326 uniques)	24013 (326 uniques)
INI_PS22_6_S228_L001	68601	52117	52117	52117 (23020 uniques)	50160 (994 uniques)	45770 (719 uniques)	45292 (681 uniques)	45292 (681 uniques)	45292 (681 uniques)	45292 (578 uniques)	39469 (548 uniques)	39469 (548 uniques)	39469 (548 uniques)	39469 (548 uniques)
INI_PS22_7_S229_L001	36653	29438	29438	29438 (12356 uniques)	28184 (514 uniques)	25696 (358 uniques)	25318 (340 uniques)	25293 (339 uniques)	25293 (339 uniques)	25293 (290 uniques)	23254 (269 uniques)	23254 (269 uniques)	23254 (269 uniques)	23254 (269 uniques)
INI_PS22_8_S230_L001	52163	38467	38467	38467 (16037 uniques)	37199 (573 uniques)	33860 (392 uniques)	33351 (362 uniques)	33326 (361 uniques)	33326 (361 uniques)	33326 (306 uniques)	28811 (274 uniques)	28811 (274 uniques)	28811 (274 uniques)	28811 (274 uniques)
INI_PS22_9_S231_L001	38927	30594	30594	30594 (14021 uniques)	29306 (607 uniques)	26481 (437 uniques)	26055 (408 uniques)	25995 (406 uniques)	25995 (406 uniques)	25995 (360 uniques)	24562 (339 uniques)	24558 (337 uniques)	24558 (337 uniques)	24558 (337 uniques)
KL_OFAV_12_S187_L001	67109	50886	50886	50886 (21650 uniques)	50600 (169 uniques)	50314 (208 uniques)	13658 (109 uniques)	13658 (109 uniques)	13658 (109 uniques)	13658 (100 uniques)	13029 (96 uniques)	13029 (96 uniques)	13029 (96 uniques)	13029 (96 uniques)
KL_OFAV_13_S188_L001	53838	39344	39344	39344 (18742 uniques)	39105 (110 uniques)	38782 (156 uniques)	5336 (58 uniques)	5336 (58 uniques)	5336 (58 uniques)	5336 (56 uniques)	4930 (54 uniques)	4928 (53 uniques)	4928 (53 uniques)	4928 (53 uniques)
KL_OFAV_1_S178_L001	65716	47620	47620	47620 (20235 uniques)	47425 (158 uniques)	47215 (208 uniques)	6088 (104 uniques)	6088 (104 uniques)	6088 (104 uniques)	6088 (96 uniques)	5984 (92 uniques)	5984 (92 uniques)	5984 (92 uniques)	5984 (92 uniques)
KL_OFAV_2_S179_L001	92507	69622	69622	69622 (27947 uniques)	69422 (115 uniques)	69133 (161 uniques)	7040 (63 uniques)	7040 (63 uniques)	7040 (63 uniques)	7040 (59 uniques)	5537 (56 uniques)	5537 (56 uniques)	5537 (56 uniques)	5537 (56 uniques)
KL_OFAV_3_S180_L001	58622	42728	42728	42728 (19271 uniques)	42519 (137 uniques)	42345 (190 uniques)	5272 (91 uniques)	5272 (91 uniques)	5272 (91 uniques)	5272 (89 uniques)	5073 (86 uniques)	5073 (86 uniques)	5073 (86 uniques)	5073 (86 uniques)
KL_OFAV_6_S183_L001	42804	32404	32404	32404 (14819 uniques)	32239 (93 uniques)	32072 (150 uniques)	4244 (52 uniques)	4244 (52 uniques)	4244 (52 uniques)	4244 (50 uniques)	1888 (47 uniques)	1888 (47 uniques)	1888 (47 uniques)	1888 (47 uniques)
KL_OFAV_7_S184_L001	49360	34276	34276	34276 (17038 uniques)	34087 (110 uniques)	32891 (159 uniques)	3771 (60 uniques)	3771 (60 uniques)	3771 (60 uniques)	3771 (56 uniques)	2776 (51 uniques)	2776 (51 uniques)	2776 (51 uniques)	2776 (51 uniques)
KL_OFAV_8_S185_L001	48484	36588	36588	36588 (15792 uniques)	36405 (87 uniques)	36244 (144 uniques)	4252 (45 uniques)	4252 (45 uniques)	4252 (45 uniques)	4252 (44 uniques)	3702 (41 uniques)	3702 (41 uniques)	3702 (41 uniques)	3702 (41 uniques)
KL_OFAV_9_S186_L001	57266	43769	43769	43769 (21763 uniques)	42830 (590 uniques)	40591 (484 uniques)	18863 (381 uniques)	18863 (381 uniques)	18863 (381 uniques)	18863 (342 uniques)	15194 (319 uniques)	15194 (319 uniques)	15194 (319 uniques)	15194 (319 uniques)
MCAV_DISEASE_3_9_23_S153_L001	69160	54605	54605	54605 (26667 uniques)	53164 (736 uniques)	50142 (635 uniques)	40191 (527 uniques)	40137 (524 uniques)	40137 (524 uniques)	40137 (437 uniques)	30510 (391 uniques)	30502 (387 uniques)	30502 (387 uniques)	30502 (387 uniques)
MCAV_HEALTHY_CONTROL_S160_L001	89782	70411	70411	70411 (26671 uniques)	70195 (67 uniques)	69861 (132 uniques)	5292 (26 uniques)	5292 (26 uniques)	5292 (26 uniques)	5292 (26 uniques)	5017 (22 uniques)	5017 (22 uniques)	5017 (22 uniques)	5017 (22 uniques)
MOCKP1_S1_L001	53264	42711	42711	42711 (10049 uniques)	42483 (67 uniques)	41921 (82 uniques)	41915 (75 uniques)	40973 (35 uniques)	40973 (35 uniques)	40973 (13 uniques)	40973 (13 uniques)	40969 (11 uniques)	40969 (11 uniques)	40969 (11 uniques)
MockP2_S97_L001	45913	35661	35661	35661 (12441 uniques)	35265 (51 uniques)	34655 (53 uniques)	34594 (49 uniques)	33750 (23 uniques)	33750 (23 uniques)	33750 (11 uniques)	33750 (11 uniques)	33750 (11 uniques)	33750 (11 uniques)	33750 (11 uniques)
MockP3_S193_L001	39808	30973	30973	30973 (10142 uniques)	30683 (45 uniques)	30058 (56 uniques)	30028 (52 uniques)	29273 (27 uniques)	29273 (27 uniques)	29273 (11 uniques)	29273 (11 uniques)	29272 (10 uniques)	29272 (10 uniques)	29272 (10 uniques)
MockP4_S306_L001	2341	1779	1779	1779 (652 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)	1776 (3 uniques)
NTC1P1_S73_L001	4652	1830	1830	1830 (584 uniques)	1806 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)	1804 (4 uniques)
NTC1P2_S181_L001	7695	4451	4451	4451 (1647 uniques)	4437 (17 uniques)	4401 (21 uniques)	4401 (16 uniques)	4401 (16 uniques)	4401 (16 uniques)	4401 (9 uniques)	4401 (9 uniques)	4401 (9 uniques)	4401 (9 uniques)	4401 (9 uniques)
NTC1P3_S277_L001	5463	3503	3503	3503 (1384 uniques)	3372 (29 uniques)	3334 (22 uniques)	3334 (20 uniques)	3334 (20 uniques)	3334 (20 uniques)	3334 (19 uniques)	3323 (18 uniques)	3323 (18 uniques)	3323 (18 uniques)	3323 (18 uniques)
NTC1P4_S307_L001	2527	1954	1954	1954 (686 uniques)	1932 (5 uniques)	1930 (5 uniques)	1930 (5 uniques)	1930 (5 uniques)	1930 (5 uniques)	1930 (3 uniques)	1930 (3 uniques)	1930 (3 uniques)	1930 (3 uniques)	1930 (3 uniques)
NTC2P1_S85_L001	5150	2755	2755	2755 (887 uniques)	2691 (23 uniques)	2682 (21 uniques)	2682 (21 uniques)	2682 (21 uniques)	2682 (21 uniques)	2682 (20 uniques)	2682 (20 uniques)	2682 (20 uniques)	2682 (20 uniques)	2682 (20 uniques)
NTC2P2_S182_L001	5996	4737	4737	4737 (1995 uniques)	4713 (14 uniques)	4705 (17 uniques)	4705 (15 uniques)	4705 (15 uniques)	4705 (15 uniques)	4705 (12 uniques)	4705 (12 uniques)	4705 (12 uniques)	4705 (12 uniques)	4705 (12 uniques)
NTC2P3_S204_L001	14140	10322	10322	10322 (5227 uniques)	9516 (260 uniques)	8403 (170 uniques)	8226 (162 uniques)	8226 (162 uniques)	8226 (162 uniques)	8226 (150 uniques)	7284 (130 uniques)	7280 (128 uniques)	7280 (128 uniques)	7280 (128 uniques)
NTC2P4_S308_L001	1852	1481	1481	1481 (593 uniques)	1471 (5 uniques)	1469 (5 uniques)	1469 (5 uniques)	1469 (5 uniques)	1469 (5 uniques)	1469 (3 uniques)	1469 (3 uniques)	1469 (3 uniques)	1469 (3 uniques)	1469 (3 uniques)
OFAV_HEALTHY_CONTROL_1_S157_L001	50619	39065	39065	39065 (16393 uniques)	38882 (74 uniques)	38344 (135 uniques)	8890 (39 uniques)	8890 (39 uniques)	8890 (39 uniques)	8890 (38 uniques)	6837 (31 uniques)	6837 (31 uniques)	6837 (31 uniques)	6837 (31 uniques)
OFAV_HEALTHY_CONTROL_2_S156_L001	62245	49282	49282	49282 (18053 uniques)	49139 (104 uniques)	48751 (160 uniques)	19326 (61 uniques)	19306 (59 uniques)	19306 (59 uniques)	19306 (56 uniques)	19129 (51 uniques)	19129 (51 uniques)	19129 (51 uniques)	19129 (51 uniques)
PSTR_DISEASE_3_16_23_S155_L001	65455	51008	51008	51008 (22140 uniques)	50622 (371 uniques)	49628 (370 uniques)	21902 (270 uniques)	21902 (270 uniques)	21902 (270 uniques)	21902 (251 uniques)	11424 (223 uniques)	11422 (222 uniques)	11422 (222 uniques)	11422 (222 uniques)
PSTR_DISEASE_3_9_23_S154_L001	59270	45301	45301	45301 (18436 uniques)	44382 (292 uniques)	42038 (277 uniques)	40412 (203 uniques)	40236 (199 uniques)	40236 (199 uniques)	40236 (175 uniques)	35622 (157 uniques)	35620 (156 uniques)	35620 (156 uniques)	35620 (156 uniques)
PSTR_HEALTHY_CONTROL_S158_L001	45196	34593	34593	34593 (14669 uniques)	34455 (61 uniques)	34069 (124 uniques)	4452 (27 uniques)	4452 (27 uniques)	4452 (27 uniques)	4452 (25 uniques)	4411 (23 uniques)	4411 (23 uniques)	4411 (23 uniques)	4411 (23 uniques)
SCTLD_DNA_plate_1_A1_S161_L001	72261	53746	53746	53746 (22029 uniques)	52360 (726 uniques)	49432 (588 uniques)	47951 (511 uniques)	47828 (504 uniques)	47828 (504 uniques)	47828 (415 uniques)	38957 (386 uniques)	38957 (386 uniques)	38957 (386 uniques)	38957 (386 uniques)
SCTLD_DNA_plate_1_G1_S162_L001	59876	47178	47178	47178 (22690 uniques)	45483 (862 uniques)	42021 (659 uniques)	40626 (608 uniques)	40617 (607 uniques)	40617 (607 uniques)	40617 (519 uniques)	32949 (483 uniques)	32949 (483 uniques)	32949 (483 uniques)	32949 (483 uniques)
SCTLD_DNA_plate_1_H1_S163_L001	69788	53124	53124	53124 (23554 uniques)	51673 (841 uniques)	48256 (674 uniques)	45099 (560 uniques)	45099 (560 uniques)	45099 (560 uniques)	45099 (493 uniques)	37625 (453 uniques)	37621 (451 uniques)	37621 (451 uniques)	37621 (451 uniques)
SCTLD_DNA_plate_2_A1_S164_L001	68819	54097	54097	54097 (20817 uniques)	53354 (416 uniques)	51307 (397 uniques)	46957 (291 uniques)	46731 (286 uniques)	46731 (286 uniques)	46731 (238 uniques)	41334 (213 uniques)	41334 (213 uniques)	41334 (213 uniques)	41334 (213 uniques)
SCTLD_DNA_plate_2_H1_S165_L001	81473	60489	60489	60489 (24037 uniques)	60324 (91 uniques)	59603 (156 uniques)	2449 (57 uniques)	2449 (57 uniques)	2449 (57 uniques)	2449 (54 uniques)	1807 (52 uniques)	1807 (52 uniques)	1807 (52 uniques)	1807 (52 uniques)
SCTLD_DNA_plate_2_H2_S166_L001	64124	47113	47113	47113 (19828 uniques)	46907 (102 uniques)	46712 (161 uniques)	10257 (61 uniques)	10245 (60 uniques)	10245 (60 uniques)	10245 (57 uniques)	9737 (53 uniques)	9737 (53 uniques)	9737 (53 uniques)	9737 (53 uniques)
SCTLD_DNA_plate_3_A12_S168_L001	52338	42054	42054	42054 (18832 uniques)	40901 (664 uniques)	38606 (537 uniques)	37061 (466 uniques)	37018 (464 uniques)	37018 (464 uniques)	37018 (404 uniques)	28923 (383 uniques)	28923 (383 uniques)	28923 (383 uniques)	28923 (383 uniques)
SCTLD_DNA_plate_3_A1_S167_L001	56969	44689	44689	44689 (21837 uniques)	43052 (879 uniques)	39593 (678 uniques)	39039 (636 uniques)	39039 (636 uniques)	39039 (636 uniques)	39039 (536 uniques)	33372 (513 uniques)	33368 (511 uniques)	33368 (511 uniques)	33368 (511 uniques)
